format,view,chunk_size,step_a,step_b,inter_over_a,inter_over_b,jaccard
weights,file,1048576,4,5,0.0,0.0,0.0
weights,file,1048576,4,6,0.0,0.0,0.0
weights,file,1048576,4,7,0.0,0.0,0.0
weights,file,1048576,4,8,0.0,0.0,0.0
weights,file,1048576,4,9,0.0,0.0,0.0
weights,file,1048576,4,10,0.0,0.0,0.0
weights,file,1048576,4,11,0.0,0.0,0.0
weights,file,1048576,4,12,0.0,0.0,0.0
weights,file,1048576,4,13,0.0,0.0,0.0
weights,file,1048576,4,14,0.0,0.0,0.0
weights,file,1048576,4,15,0.0,0.0,0.0
weights,file,1048576,4,16,0.0,0.0,0.0
weights,file,1048576,4,17,0.0,0.0,0.0
weights,file,1048576,4,18,0.0,0.0,0.0
weights,file,1048576,4,19,0.0,0.0,0.0
weights,file,1048576,5,6,0.0,0.0,0.0
weights,file,1048576,5,7,0.0,0.0,0.0
weights,file,1048576,5,8,0.0,0.0,0.0
weights,file,1048576,5,9,0.0,0.0,0.0
weights,file,1048576,5,10,0.0,0.0,0.0
weights,file,1048576,5,11,0.0,0.0,0.0
weights,file,1048576,5,12,0.0,0.0,0.0
weights,file,1048576,5,13,0.0,0.0,0.0
weights,file,1048576,5,14,0.0,0.0,0.0
weights,file,1048576,5,15,0.0,0.0,0.0
weights,file,1048576,5,16,0.0,0.0,0.0
weights,file,1048576,5,17,0.0,0.0,0.0
weights,file,1048576,5,18,0.0,0.0,0.0
weights,file,1048576,5,19,0.0,0.0,0.0
weights,file,1048576,6,7,0.0,0.0,0.0
weights,file,1048576,6,8,0.0,0.0,0.0
weights,file,1048576,6,9,0.0,0.0,0.0
weights,file,1048576,6,10,0.0,0.0,0.0
weights,file,1048576,6,11,0.0,0.0,0.0
weights,file,1048576,6,12,0.0,0.0,0.0
weights,file,1048576,6,13,0.0,0.0,0.0
weights,file,1048576,6,14,0.0,0.0,0.0
weights,file,1048576,6,15,0.0,0.0,0.0
weights,file,1048576,6,16,0.0,0.0,0.0
weights,file,1048576,6,17,0.0,0.0,0.0
weights,file,1048576,6,18,0.0,0.0,0.0
weights,file,1048576,6,19,0.0,0.0,0.0
weights,file,1048576,7,8,0.0,0.0,0.0
weights,file,1048576,7,9,0.0,0.0,0.0
weights,file,1048576,7,10,0.0,0.0,0.0
weights,file,1048576,7,11,0.0,0.0,0.0
weights,file,1048576,7,12,0.0,0.0,0.0
weights,file,1048576,7,13,0.0,0.0,0.0
weights,file,1048576,7,14,0.0,0.0,0.0
weights,file,1048576,7,15,0.0,0.0,0.0
weights,file,1048576,7,16,0.0,0.0,0.0
weights,file,1048576,7,17,0.0,0.0,0.0
weights,file,1048576,7,18,0.0,0.0,0.0
weights,file,1048576,7,19,0.0,0.0,0.0
weights,file,1048576,8,9,0.0,0.0,0.0
weights,file,1048576,8,10,0.0,0.0,0.0
weights,file,1048576,8,11,0.0,0.0,0.0
weights,file,1048576,8,12,0.0,0.0,0.0
weights,file,1048576,8,13,0.0,0.0,0.0
weights,file,1048576,8,14,0.0,0.0,0.0
weights,file,1048576,8,15,0.0,0.0,0.0
weights,file,1048576,8,16,0.0,0.0,0.0
weights,file,1048576,8,17,0.0,0.0,0.0
weights,file,1048576,8,18,0.0,0.0,0.0
weights,file,1048576,8,19,0.0,0.0,0.0
weights,file,1048576,9,10,0.0,0.0,0.0
weights,file,1048576,9,11,0.0,0.0,0.0
weights,file,1048576,9,12,0.0,0.0,0.0
weights,file,1048576,9,13,0.0,0.0,0.0
weights,file,1048576,9,14,0.0,0.0,0.0
weights,file,1048576,9,15,0.0,0.0,0.0
weights,file,1048576,9,16,0.0,0.0,0.0
weights,file,1048576,9,17,0.0,0.0,0.0
weights,file,1048576,9,18,0.0,0.0,0.0
weights,file,1048576,9,19,0.0,0.0,0.0
weights,file,1048576,10,11,0.0,0.0,0.0
weights,file,1048576,10,12,0.0,0.0,0.0
weights,file,1048576,10,13,0.0,0.0,0.0
weights,file,1048576,10,14,0.0,0.0,0.0
weights,file,1048576,10,15,0.0,0.0,0.0
weights,file,1048576,10,16,0.0,0.0,0.0
weights,file,1048576,10,17,0.0,0.0,0.0
weights,file,1048576,10,18,0.0,0.0,0.0
weights,file,1048576,10,19,0.0,0.0,0.0
weights,file,1048576,11,12,0.0,0.0,0.0
weights,file,1048576,11,13,0.0,0.0,0.0
weights,file,1048576,11,14,0.0,0.0,0.0
weights,file,1048576,11,15,0.0,0.0,0.0
weights,file,1048576,11,16,0.0,0.0,0.0
weights,file,1048576,11,17,0.0,0.0,0.0
weights,file,1048576,11,18,0.0,0.0,0.0
weights,file,1048576,11,19,0.0,0.0,0.0
weights,file,1048576,12,13,0.0,0.0,0.0
weights,file,1048576,12,14,0.0,0.0,0.0
weights,file,1048576,12,15,0.0,0.0,0.0
weights,file,1048576,12,16,0.0,0.0,0.0
weights,file,1048576,12,17,0.0,0.0,0.0
weights,file,1048576,12,18,0.0,0.0,0.0
weights,file,1048576,12,19,0.0,0.0,0.0
weights,file,1048576,13,14,0.0,0.0,0.0
weights,file,1048576,13,15,0.0,0.0,0.0
weights,file,1048576,13,16,0.0,0.0,0.0
weights,file,1048576,13,17,0.0,0.0,0.0
weights,file,1048576,13,18,0.0,0.0,0.0
weights,file,1048576,13,19,0.0,0.0,0.0
weights,file,1048576,14,15,0.0,0.0,0.0
weights,file,1048576,14,16,0.0,0.0,0.0
weights,file,1048576,14,17,0.0,0.0,0.0
weights,file,1048576,14,18,0.0,0.0,0.0
weights,file,1048576,14,19,0.0,0.0,0.0
weights,file,1048576,15,16,0.0,0.0,0.0
weights,file,1048576,15,17,0.0,0.0,0.0
weights,file,1048576,15,18,0.0,0.0,0.0
weights,file,1048576,15,19,0.0,0.0,0.0
weights,file,1048576,16,17,0.0,0.0,0.0
weights,file,1048576,16,18,0.0,0.0,0.0
weights,file,1048576,16,19,0.0,0.0,0.0
weights,file,1048576,17,18,0.0,0.0,0.0
weights,file,1048576,17,19,0.0,0.0,0.0
weights,file,1048576,18,19,0.0,0.0,0.0
weights,file,4194304,0,1,0.0,0.0,0.0
weights,file,4194304,0,2,0.0,0.0,0.0
weights,file,4194304,0,3,0.0,0.0,0.0
weights,file,4194304,0,4,0.0,0.0,0.0
weights,file,4194304,0,5,0.0,0.0,0.0
weights,file,4194304,0,6,0.0,0.0,0.0
weights,file,4194304,0,7,0.0,0.0,0.0
weights,file,4194304,0,8,0.0,0.0,0.0
weights,file,4194304,0,9,0.0,0.0,0.0
weights,file,4194304,0,10,0.0,0.0,0.0
weights,file,4194304,0,11,0.0,0.0,0.0
weights,file,4194304,0,12,0.0,0.0,0.0
weights,file,4194304,0,13,0.0,0.0,0.0
weights,file,4194304,0,14,0.0,0.0,0.0
weights,file,4194304,0,15,0.0,0.0,0.0
weights,file,4194304,0,16,0.0,0.0,0.0
weights,file,4194304,0,17,0.0,0.0,0.0
weights,file,4194304,0,18,0.0,0.0,0.0
weights,file,4194304,0,19,0.0,0.0,0.0
weights,file,4194304,1,2,0.0,0.0,0.0
weights,file,4194304,1,3,0.0,0.0,0.0
weights,file,4194304,1,4,0.0,0.0,0.0
weights,file,4194304,1,5,0.0,0.0,0.0
weights,file,4194304,1,6,0.0,0.0,0.0
weights,file,4194304,1,7,0.0,0.0,0.0
weights,file,4194304,1,8,0.0,0.0,0.0
weights,file,4194304,1,9,0.0,0.0,0.0
weights,file,4194304,1,10,0.0,0.0,0.0
weights,file,4194304,1,11,0.0,0.0,0.0
weights,file,4194304,1,12,0.0,0.0,0.0
weights,file,4194304,1,13,0.0,0.0,0.0
weights,file,4194304,1,14,0.0,0.0,0.0
weights,file,4194304,1,15,0.0,0.0,0.0
weights,file,4194304,1,16,0.0,0.0,0.0
weights,file,4194304,1,17,0.0,0.0,0.0
weights,file,4194304,1,18,0.0,0.0,0.0
weights,file,4194304,1,19,0.0,0.0,0.0
weights,file,4194304,2,3,0.0,0.0,0.0
weights,file,4194304,2,4,0.0,0.0,0.0
weights,file,4194304,2,5,0.0,0.0,0.0
weights,file,4194304,2,6,0.0,0.0,0.0
weights,file,4194304,2,7,0.0,0.0,0.0
weights,file,4194304,2,8,0.0,0.0,0.0
weights,file,4194304,2,9,0.0,0.0,0.0
weights,file,4194304,2,10,0.0,0.0,0.0
weights,file,4194304,2,11,0.0,0.0,0.0
weights,file,4194304,2,12,0.0,0.0,0.0
weights,file,4194304,2,13,0.0,0.0,0.0
weights,file,4194304,2,14,0.0,0.0,0.0
weights,file,4194304,2,15,0.0,0.0,0.0
weights,file,4194304,2,16,0.0,0.0,0.0
weights,file,4194304,2,17,0.0,0.0,0.0
weights,file,4194304,2,18,0.0,0.0,0.0
weights,file,4194304,2,19,0.0,0.0,0.0
weights,file,4194304,3,4,0.0,0.0,0.0
weights,file,4194304,3,5,0.0,0.0,0.0
weights,file,4194304,3,6,0.0,0.0,0.0
weights,file,4194304,3,7,0.0,0.0,0.0
weights,file,4194304,3,8,0.0,0.0,0.0
weights,file,4194304,3,9,0.0,0.0,0.0
weights,file,4194304,3,10,0.0,0.0,0.0
weights,file,4194304,3,11,0.0,0.0,0.0
weights,file,4194304,3,12,0.0,0.0,0.0
weights,file,4194304,3,13,0.0,0.0,0.0
weights,file,4194304,3,14,0.0,0.0,0.0
weights,file,4194304,3,15,0.0,0.0,0.0
weights,file,4194304,3,16,0.0,0.0,0.0
weights,file,4194304,3,17,0.0,0.0,0.0
weights,file,4194304,3,18,0.0,0.0,0.0
weights,file,4194304,3,19,0.0,0.0,0.0
weights,file,4194304,4,5,0.0,0.0,0.0
weights,file,4194304,4,6,0.0,0.0,0.0
weights,file,4194304,4,7,0.0,0.0,0.0
weights,file,4194304,4,8,0.0,0.0,0.0
weights,file,4194304,4,9,0.0,0.0,0.0
weights,file,4194304,4,10,0.0,0.0,0.0
weights,file,4194304,4,11,0.0,0.0,0.0
weights,file,4194304,4,12,0.0,0.0,0.0
weights,file,4194304,4,13,0.0,0.0,0.0
weights,file,4194304,4,14,0.0,0.0,0.0
weights,file,4194304,4,15,0.0,0.0,0.0
weights,file,4194304,4,16,0.0,0.0,0.0
weights,file,4194304,4,17,0.0,0.0,0.0
weights,file,4194304,4,18,0.0,0.0,0.0
weights,file,4194304,4,19,0.0,0.0,0.0
weights,file,4194304,5,6,0.0,0.0,0.0
weights,file,4194304,5,7,0.0,0.0,0.0
weights,file,4194304,5,8,0.0,0.0,0.0
weights,file,4194304,5,9,0.0,0.0,0.0
weights,file,4194304,5,10,0.0,0.0,0.0
weights,file,4194304,5,11,0.0,0.0,0.0
weights,file,4194304,5,12,0.0,0.0,0.0
weights,file,4194304,5,13,0.0,0.0,0.0
weights,file,4194304,5,14,0.0,0.0,0.0
weights,file,4194304,5,15,0.0,0.0,0.0
weights,file,4194304,5,16,0.0,0.0,0.0
weights,file,4194304,5,17,0.0,0.0,0.0
weights,file,4194304,5,18,0.0,0.0,0.0
weights,file,4194304,5,19,0.0,0.0,0.0
weights,file,4194304,6,7,0.0,0.0,0.0
weights,file,4194304,6,8,0.0,0.0,0.0
weights,file,4194304,6,9,0.0,0.0,0.0
weights,file,4194304,6,10,0.0,0.0,0.0
weights,file,4194304,6,11,0.0,0.0,0.0
weights,file,4194304,6,12,0.0,0.0,0.0
weights,file,4194304,6,13,0.0,0.0,0.0
weights,file,4194304,6,14,0.0,0.0,0.0
weights,file,4194304,6,15,0.0,0.0,0.0
weights,file,4194304,6,16,0.0,0.0,0.0
weights,file,4194304,6,17,0.0,0.0,0.0
weights,file,4194304,6,18,0.0,0.0,0.0
weights,file,4194304,6,19,0.0,0.0,0.0
weights,file,4194304,7,8,0.0,0.0,0.0
weights,file,4194304,7,9,0.0,0.0,0.0
weights,file,4194304,7,10,0.0,0.0,0.0
weights,file,4194304,7,11,0.0,0.0,0.0
weights,file,4194304,7,12,0.0,0.0,0.0
weights,file,4194304,7,13,0.0,0.0,0.0
weights,file,4194304,7,14,0.0,0.0,0.0
weights,file,4194304,7,15,0.0,0.0,0.0
weights,file,4194304,7,16,0.0,0.0,0.0
weights,file,4194304,7,17,0.0,0.0,0.0
weights,file,4194304,7,18,0.0,0.0,0.0
weights,file,4194304,7,19,0.0,0.0,0.0
weights,file,4194304,8,9,0.0,0.0,0.0
weights,file,4194304,8,10,0.0,0.0,0.0
weights,file,4194304,8,11,0.0,0.0,0.0
weights,file,4194304,8,12,0.0,0.0,0.0
weights,file,4194304,8,13,0.0,0.0,0.0
weights,file,4194304,8,14,0.0,0.0,0.0
weights,file,4194304,8,15,0.0,0.0,0.0
weights,file,4194304,8,16,0.0,0.0,0.0
weights,file,4194304,8,17,0.0,0.0,0.0
weights,file,4194304,8,18,0.0,0.0,0.0
weights,file,4194304,8,19,0.0,0.0,0.0
weights,file,4194304,9,10,0.0,0.0,0.0
weights,file,4194304,9,11,0.0,0.0,0.0
weights,file,4194304,9,12,0.0,0.0,0.0
weights,file,4194304,9,13,0.0,0.0,0.0
weights,file,4194304,9,14,0.0,0.0,0.0
weights,file,4194304,9,15,0.0,0.0,0.0
weights,file,4194304,9,16,0.0,0.0,0.0
weights,file,4194304,9,17,0.0,0.0,0.0
weights,file,4194304,9,18,0.0,0.0,0.0
weights,file,4194304,9,19,0.0,0.0,0.0
weights,file,4194304,10,11,0.0,0.0,0.0
weights,file,4194304,10,12,0.0,0.0,0.0
weights,file,4194304,10,13,0.0,0.0,0.0
weights,file,4194304,10,14,0.0,0.0,0.0
weights,file,4194304,10,15,0.0,0.0,0.0
weights,file,4194304,10,16,0.0,0.0,0.0
weights,file,4194304,10,17,0.0,0.0,0.0
weights,file,4194304,10,18,0.0,0.0,0.0
weights,file,4194304,10,19,0.0,0.0,0.0
weights,file,4194304,11,12,0.0,0.0,0.0
weights,file,4194304,11,13,0.0,0.0,0.0
weights,file,4194304,11,14,0.0,0.0,0.0
weights,file,4194304,11,15,0.0,0.0,0.0
weights,file,4194304,11,16,0.0,0.0,0.0
weights,file,4194304,11,17,0.0,0.0,0.0
weights,file,4194304,11,18,0.0,0.0,0.0
weights,file,4194304,11,19,0.0,0.0,0.0
weights,file,4194304,12,13,0.0,0.0,0.0
weights,file,4194304,12,14,0.0,0.0,0.0
weights,file,4194304,12,15,0.0,0.0,0.0
weights,file,4194304,12,16,0.0,0.0,0.0
weights,file,4194304,12,17,0.0,0.0,0.0
weights,file,4194304,12,18,0.0,0.0,0.0
weights,file,4194304,12,19,0.0,0.0,0.0
weights,file,4194304,13,14,0.0,0.0,0.0
weights,file,4194304,13,15,0.0,0.0,0.0
weights,file,4194304,13,16,0.0,0.0,0.0
weights,file,4194304,13,17,0.0,0.0,0.0
weights,file,4194304,13,18,0.0,0.0,0.0
weights,file,4194304,13,19,0.0,0.0,0.0
weights,file,4194304,14,15,0.0,0.0,0.0
weights,file,4194304,14,16,0.0,0.0,0.0
weights,file,4194304,14,17,0.0,0.0,0.0
weights,file,4194304,14,18,0.0,0.0,0.0
weights,file,4194304,14,19,0.0,0.0,0.0
weights,file,4194304,15,16,0.0,0.0,0.0
weights,file,4194304,15,17,0.0,0.0,0.0
weights,file,4194304,15,18,0.0,0.0,0.0
weights,file,4194304,15,19,0.0,0.0,0.0
weights,file,4194304,16,17,0.0,0.0,0.0
weights,file,4194304,16,18,0.0,0.0,0.0
weights,file,4194304,16,19,0.0,0.0,0.0
weights,file,4194304,17,18,0.0,0.0,0.0
weights,file,4194304,17,19,0.0,0.0,0.0
weights,file,4194304,18,19,0.0,0.0,0.0
weights,zipdata,4096,0,1,0.0,0.0,0.0
weights,zipdata,4096,0,2,0.0,0.0,0.0
weights,zipdata,4096,0,4,0.0,0.0,0.0
weights,zipdata,4096,0,8,0.0,0.0,0.0
weights,zipdata,4096,1,2,0.0,0.0,0.0
weights,zipdata,4096,1,3,0.0,0.0,0.0
weights,zipdata,4096,1,5,0.0,0.0,0.0
weights,zipdata,4096,1,9,0.0,0.0,0.0
weights,zipdata,4096,2,3,0.0,0.0,0.0
weights,zipdata,4096,2,4,0.0,0.0,0.0
weights,zipdata,4096,2,6,0.0,0.0,0.0
weights,zipdata,4096,2,10,0.0,0.0,0.0
weights,zipdata,4096,3,4,0.0,0.0,0.0
weights,zipdata,4096,3,5,0.0,0.0,0.0
weights,zipdata,4096,3,7,0.0,0.0,0.0
weights,zipdata,4096,3,11,0.0,0.0,0.0
weights,zipdata,4096,4,5,0.0,0.0,0.0
weights,zipdata,4096,4,6,0.0,0.0,0.0
weights,zipdata,4096,4,8,0.0,0.0,0.0
weights,zipdata,4096,4,12,0.0,0.0,0.0
weights,zipdata,4096,5,6,0.0,0.0,0.0
weights,zipdata,4096,5,7,0.0,0.0,0.0
weights,zipdata,4096,5,9,0.0,0.0,0.0
weights,zipdata,4096,5,13,0.0,0.0,0.0
weights,zipdata,4096,6,7,0.0,0.0,0.0
weights,zipdata,4096,6,8,0.0,0.0,0.0
weights,zipdata,4096,6,10,0.0,0.0,0.0
weights,zipdata,4096,6,14,0.0,0.0,0.0
weights,zipdata,4096,7,8,0.0,0.0,0.0
weights,zipdata,4096,7,9,0.0,0.0,0.0
weights,zipdata,4096,7,11,0.0,0.0,0.0
weights,zipdata,4096,7,15,0.0,0.0,0.0
weights,zipdata,4096,8,9,0.0,0.0,0.0
weights,zipdata,4096,8,10,0.0,0.0,0.0
weights,zipdata,4096,8,12,0.0,0.0,0.0
weights,zipdata,4096,8,16,0.0,0.0,0.0
weights,zipdata,4096,9,10,0.0,0.0,0.0
weights,zipdata,4096,9,11,0.0,0.0,0.0
weights,zipdata,4096,9,13,0.0,0.0,0.0
weights,zipdata,4096,9,17,0.0,0.0,0.0
weights,zipdata,4096,10,11,0.0,0.0,0.0
weights,zipdata,4096,10,12,0.0,0.0,0.0
weights,zipdata,4096,10,14,0.0,0.0,0.0
weights,zipdata,4096,10,18,0.0,0.0,0.0
weights,zipdata,4096,11,12,0.0,0.0,0.0
weights,zipdata,4096,11,13,0.0,0.0,0.0
weights,zipdata,4096,11,15,0.0,0.0,0.0
weights,zipdata,4096,11,19,0.0,0.0,0.0
weights,zipdata,4096,12,13,0.0,0.0,0.0
weights,zipdata,4096,12,14,0.0,0.0,0.0
weights,zipdata,4096,12,16,0.0,0.0,0.0
weights,zipdata,4096,13,14,0.0,0.0,0.0
weights,zipdata,4096,13,15,0.0,0.0,0.0
weights,zipdata,4096,13,17,0.0,0.0,0.0
weights,zipdata,4096,14,15,0.0,0.0,0.0
weights,zipdata,4096,14,16,0.0,0.0,0.0
weights,zipdata,4096,14,18,0.0,0.0,0.0
weights,zipdata,4096,15,16,0.0,0.0,0.0
weights,zipdata,4096,15,17,0.0,0.0,0.0
weights,zipdata,4096,15,19,0.0,0.0,0.0
weights,zipdata,4096,16,17,0.0,0.0,0.0
weights,zipdata,4096,16,18,0.0,0.0,0.0
weights,zipdata,4096,17,18,0.0,0.0,0.0
weights,zipdata,4096,17,19,0.0,0.0,0.0
weights,zipdata,4096,18,19,0.0,0.0,0.0
weights,zipdata,65536,0,1,0.0,0.0,0.0
weights,zipdata,65536,0,2,0.0,0.0,0.0
weights,zipdata,65536,0,3,0.0,0.0,0.0
weights,zipdata,65536,0,4,0.0,0.0,0.0
weights,zipdata,65536,0,5,0.0,0.0,0.0
weights,zipdata,65536,0,6,0.0,0.0,0.0
weights,zipdata,65536,0,7,0.0,0.0,0.0
weights,zipdata,65536,0,8,0.0,0.0,0.0
weights,zipdata,65536,0,9,0.0,0.0,0.0
weights,zipdata,65536,0,10,0.0,0.0,0.0
weights,zipdata,65536,0,11,0.0,0.0,0.0
weights,zipdata,65536,0,12,0.0,0.0,0.0
weights,zipdata,65536,0,13,0.0,0.0,0.0
weights,zipdata,65536,0,14,0.0,0.0,0.0
weights,zipdata,65536,0,15,0.0,0.0,0.0
weights,zipdata,65536,0,16,0.0,0.0,0.0
weights,zipdata,65536,0,17,0.0,0.0,0.0
weights,zipdata,65536,0,18,0.0,0.0,0.0
weights,zipdata,65536,0,19,0.0,0.0,0.0
weights,zipdata,65536,1,2,0.0,0.0,0.0
weights,zipdata,65536,1,3,0.0,0.0,0.0
weights,zipdata,65536,1,4,0.0,0.0,0.0
weights,zipdata,65536,1,5,0.0,0.0,0.0
weights,zipdata,65536,1,6,0.0,0.0,0.0
weights,zipdata,65536,1,7,0.0,0.0,0.0
weights,zipdata,65536,1,8,0.0,0.0,0.0
weights,zipdata,65536,1,9,0.0,0.0,0.0
weights,zipdata,65536,1,10,0.0,0.0,0.0
weights,zipdata,65536,1,11,0.0,0.0,0.0
weights,zipdata,65536,1,12,0.0,0.0,0.0
weights,zipdata,65536,1,13,0.0,0.0,0.0
weights,zipdata,65536,1,14,0.0,0.0,0.0
weights,zipdata,65536,1,15,0.0,0.0,0.0
weights,zipdata,65536,1,16,0.0,0.0,0.0
weights,zipdata,65536,1,17,0.0,0.0,0.0
weights,zipdata,65536,1,18,0.0,0.0,0.0
weights,zipdata,65536,1,19,0.0,0.0,0.0
weights,zipdata,65536,2,3,0.0,0.0,0.0
weights,zipdata,65536,2,4,0.0,0.0,0.0
weights,zipdata,65536,2,5,0.0,0.0,0.0
weights,zipdata,65536,2,6,0.0,0.0,0.0
weights,zipdata,65536,2,7,0.0,0.0,0.0
weights,zipdata,65536,2,8,0.0,0.0,0.0
weights,zipdata,65536,2,9,0.0,0.0,0.0
weights,zipdata,65536,2,10,0.0,0.0,0.0
weights,zipdata,65536,2,11,0.0,0.0,0.0
weights,zipdata,65536,2,12,0.0,0.0,0.0
weights,zipdata,65536,2,13,0.0,0.0,0.0
weights,zipdata,65536,2,14,0.0,0.0,0.0
weights,zipdata,65536,2,15,0.0,0.0,0.0
weights,zipdata,65536,2,16,0.0,0.0,0.0
weights,zipdata,65536,2,17,0.0,0.0,0.0
weights,zipdata,65536,2,18,0.0,0.0,0.0
weights,zipdata,65536,2,19,0.0,0.0,0.0
weights,zipdata,65536,3,4,0.0,0.0,0.0
weights,zipdata,65536,3,5,0.0,0.0,0.0
weights,zipdata,65536,3,6,0.0,0.0,0.0
weights,zipdata,65536,3,7,0.0,0.0,0.0
weights,zipdata,65536,3,8,0.0,0.0,0.0
weights,zipdata,65536,3,9,0.0,0.0,0.0
weights,zipdata,65536,3,10,0.0,0.0,0.0
weights,zipdata,65536,3,11,0.0,0.0,0.0
weights,zipdata,65536,3,12,0.0,0.0,0.0
weights,zipdata,65536,3,13,0.0,0.0,0.0
weights,zipdata,65536,3,14,0.0,0.0,0.0
weights,zipdata,65536,3,15,0.0,0.0,0.0
weights,zipdata,65536,3,16,0.0,0.0,0.0
weights,zipdata,65536,3,17,0.0,0.0,0.0
weights,zipdata,65536,3,18,0.0,0.0,0.0
weights,zipdata,65536,3,19,0.0,0.0,0.0
weights,zipdata,65536,4,5,0.0,0.0,0.0
weights,zipdata,65536,4,6,0.0,0.0,0.0
weights,zipdata,65536,4,7,0.0,0.0,0.0
weights,zipdata,65536,4,8,0.0,0.0,0.0
weights,zipdata,65536,4,9,0.0,0.0,0.0
weights,zipdata,65536,4,10,0.0,0.0,0.0
weights,zipdata,65536,4,11,0.0,0.0,0.0
weights,zipdata,65536,4,12,0.0,0.0,0.0
weights,zipdata,65536,4,13,0.0,0.0,0.0
weights,zipdata,65536,4,14,0.0,0.0,0.0
weights,zipdata,65536,4,15,0.0,0.0,0.0
weights,zipdata,65536,4,16,0.0,0.0,0.0
weights,zipdata,65536,4,17,0.0,0.0,0.0
weights,zipdata,65536,4,18,0.0,0.0,0.0
weights,zipdata,65536,4,19,0.0,0.0,0.0
weights,zipdata,65536,5,6,0.0,0.0,0.0
weights,zipdata,65536,5,7,0.0,0.0,0.0
weights,zipdata,65536,5,8,0.0,0.0,0.0
weights,zipdata,65536,5,9,0.0,0.0,0.0
weights,zipdata,65536,5,10,0.0,0.0,0.0
weights,zipdata,65536,5,11,0.0,0.0,0.0
weights,zipdata,65536,5,12,0.0,0.0,0.0
weights,zipdata,65536,5,13,0.0,0.0,0.0
weights,zipdata,65536,5,14,0.0,0.0,0.0
weights,zipdata,65536,5,15,0.0,0.0,0.0
weights,zipdata,65536,5,16,0.0,0.0,0.0
weights,zipdata,65536,5,17,0.0,0.0,0.0
weights,zipdata,65536,5,18,0.0,0.0,0.0
weights,zipdata,65536,5,19,0.0,0.0,0.0
weights,zipdata,65536,6,7,0.0,0.0,0.0
weights,zipdata,65536,6,8,0.0,0.0,0.0
weights,zipdata,65536,6,9,0.0,0.0,0.0
weights,zipdata,65536,6,10,0.0,0.0,0.0
weights,zipdata,65536,6,11,0.0,0.0,0.0
weights,zipdata,65536,6,12,0.0,0.0,0.0
weights,zipdata,65536,6,13,0.0,0.0,0.0
weights,zipdata,65536,6,14,0.0,0.0,0.0
weights,zipdata,65536,6,15,0.0,0.0,0.0
weights,zipdata,65536,6,16,0.0,0.0,0.0
weights,zipdata,65536,6,17,0.0,0.0,0.0
weights,zipdata,65536,6,18,0.0,0.0,0.0
weights,zipdata,65536,6,19,0.0,0.0,0.0
weights,zipdata,65536,7,8,0.0,0.0,0.0
weights,zipdata,65536,7,9,0.0,0.0,0.0
weights,zipdata,65536,7,10,0.0,0.0,0.0
weights,zipdata,65536,7,11,0.0,0.0,0.0
weights,zipdata,65536,7,12,0.0,0.0,0.0
weights,zipdata,65536,7,13,0.0,0.0,0.0
weights,zipdata,65536,7,14,0.0,0.0,0.0
weights,zipdata,65536,7,15,0.0,0.0,0.0
weights,zipdata,65536,7,16,0.0,0.0,0.0
weights,zipdata,65536,7,17,0.0,0.0,0.0
weights,zipdata,65536,7,18,0.0,0.0,0.0
weights,zipdata,65536,7,19,0.0,0.0,0.0
weights,zipdata,65536,8,9,0.0,0.0,0.0
weights,zipdata,65536,8,10,0.0,0.0,0.0
weights,zipdata,65536,8,11,0.0,0.0,0.0
weights,zipdata,65536,8,12,0.0,0.0,0.0
weights,zipdata,65536,8,13,0.0,0.0,0.0
weights,zipdata,65536,8,14,0.0,0.0,0.0
weights,zipdata,65536,8,15,0.0,0.0,0.0
weights,zipdata,65536,8,16,0.0,0.0,0.0
weights,zipdata,65536,8,17,0.0,0.0,0.0
weights,zipdata,65536,8,18,0.0,0.0,0.0
weights,zipdata,65536,8,19,0.0,0.0,0.0
weights,zipdata,65536,9,10,0.0,0.0,0.0
weights,zipdata,65536,9,11,0.0,0.0,0.0
weights,zipdata,65536,9,12,0.0,0.0,0.0
weights,zipdata,65536,9,13,0.0,0.0,0.0
weights,zipdata,65536,9,14,0.0,0.0,0.0
weights,zipdata,65536,9,15,0.0,0.0,0.0
weights,zipdata,65536,9,16,0.0,0.0,0.0
weights,zipdata,65536,9,17,0.0,0.0,0.0
weights,zipdata,65536,9,18,0.0,0.0,0.0
weights,zipdata,65536,9,19,0.0,0.0,0.0
weights,zipdata,65536,10,11,0.0,0.0,0.0
weights,zipdata,65536,10,12,0.0,0.0,0.0
weights,zipdata,65536,10,13,0.0,0.0,0.0
weights,zipdata,65536,10,14,0.0,0.0,0.0
weights,zipdata,65536,10,15,0.0,0.0,0.0
weights,zipdata,65536,10,16,0.0,0.0,0.0
weights,zipdata,65536,10,17,0.0,0.0,0.0
weights,zipdata,65536,10,18,0.0,0.0,0.0
weights,zipdata,65536,10,19,0.0,0.0,0.0
weights,zipdata,65536,11,12,0.0,0.0,0.0
weights,zipdata,65536,11,13,0.0,0.0,0.0
weights,zipdata,65536,11,14,0.0,0.0,0.0
weights,zipdata,65536,11,15,0.0,0.0,0.0
weights,zipdata,65536,11,16,0.0,0.0,0.0
weights,zipdata,65536,11,17,0.0,0.0,0.0
weights,zipdata,65536,11,18,0.0,0.0,0.0
weights,zipdata,65536,11,19,0.0,0.0,0.0
weights,zipdata,65536,12,13,0.0,0.0,0.0
weights,zipdata,65536,12,14,0.0,0.0,0.0
weights,zipdata,65536,12,15,0.0,0.0,0.0
